도메인,질문번호,질문,1순위 답변,2순위 답변,3순위 답변,답변항목 설명
정책 인지도·만족도(체감도),Q60a10,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 10. 환경 및 기후변화,"⑥ (1088명, 43.8%)","⑤ (816명, 32.9%)","⑦ 매우 중요하다 (579명, 23.3%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a11,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 11. 인구,"⑥ (1099명, 44.8%)","⑤ (831명, 33.8%)","⑦ 매우 중요하다 (525명, 21.4%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a2,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 2. 교통,"⑥ (969명, 37.8%)","⑦ 매우 중요하다 (804명, 31.3%)","⑤ (792명, 30.9%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
경제,Q60a3,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 3. 산업 및 경제,"⑥ (1087명, 42.8%)","⑦ 매우 중요하다 (733명, 28.9%)","⑤ (719명, 28.3%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a4,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 4. 일자리,"⑥ (1015명, 40.1%)","⑦ 매우 중요하다 (801명, 31.7%)","⑤ (713명, 28.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a5,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 5. 주거 및 생활,"⑥ (992명, 38.9%)","⑦ 매우 중요하다 (803명, 31.5%)","⑤ (754명, 29.6%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a6,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 6. 도시계획 및 정비,"⑥ (1097명, 43.5%)","⑤ (866명, 34.3%)","⑦ 매우 중요하다 (560명, 22.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a7,"(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 7. 문화, 체육, 관광","⑥ (1058명, 43.5%)","⑤ (870명, 35.8%)","⑦ 매우 중요하다 (502명, 20.7%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a8,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 8. 교육 및 평생학습,"⑥ (1076명, 43.6%)","⑤ (844명, 34.2%)","⑦ 매우 중요하다 (549명, 22.2%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q60a9,(가구대표자용) 문60. 다음은 시민에게 제공되는 정책을 나열한 것입니다. 각 정책 분야별로 귀하가 생각하는 중요 수준은 어느 정도입니까? - 9. 안전,"⑥ (1041명, 40.1%)","⑦ 매우 중요하다 (818명, 31.5%)","⑤ (737명, 28.4%)","① 전혀 중요하지 않다
②
③
④ 보통
⑤
⑥
⑦ 매우 중요하다"
정책 인지도·만족도(체감도),Q61,(가구대표자용) 문61. 현재 수원시정에 대한 만족도는 어떻게 생각하십니까? 7점 만점으로 응답해주세요.,"⑤ (1542명, 52.6%)","⑥ (717명, 24.5%)","④ 보통 (673명, 23.0%)","① 전혀 만족하지 않는다
②
③
④ 보통
⑤
⑥
⑦ 매우 만족한다"
정책 인지도·만족도(체감도),SCORE1,정책 관심도,"보통 (1448명, 47.4%)","관심 없음 (816명, 26.7%)","관심 많음 (793명, 25.9%)","관심 없음
보통
관심 많음"
